node	identifier	x_position	y_position	color	annotation
G3NIG2	69293.ENSGACP00000005122	0.6476404494382023	0.5725118483412324	rgb(239,140,117)	Ribosomal protein S23; Belongs to the universal ribosomal protein uS12 family
G3NJR4	69293.ENSGACP00000005576	0.39280898876404496	0.6834123222748816	rgb(176,239,117)	Troponin I4b, tandem duplicate 2; Troponin I, skeletal, slow like
G3NK83	69293.ENSGACP00000005745	0.3867415730337079	0.459478672985782	rgb(117,239,204)	Peptidylprolyl isomerase; FK506 binding protein 1Ab
G3NL81	69293.ENSGACP00000006094	0.48280898876404493	0.228436018957346	rgb(239,117,117)	NADH dehydrogenase (ubiquinone) Fe-S protein 4, (NADH-coenzyme Q reductase)
G3NNI9	69293.ENSGACP00000006903	0.38370786516853933	0.7921800947867299	rgb(117,239,181)	Collagen, type I, alpha 1a
G3NPV3	69293.ENSGACP00000007368	0.4555056179775281	0.6485781990521328	rgb(255,175,101)	Programmed cell death 6 interacting protein
G3NR25	69293.ENSGACP00000007791	0.6223595505617978	0.34360189573459715	rgb(230,239,117)	annotation not available
G3NRK0	69293.ENSGACP00000007967	0.6294382022471912	0.6151658767772512	rgb(117,239,212)	40S ribosomal protein SA; Required for the assembly and/or stability of the 40S ribosomal subunit. Required for the processing of the 20S rRNA- precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits. Also functions as a cell surface receptor for laminin. Plays a role in cell adhesion to the basement membrane and in the consequent activation of signaling transduction pathways. May play a role in cell fate determination and tissue morphogenesis; Belongs to the universal ribosomal protein uS2 family
G3NS10	69293.ENSGACP00000008127	0.22544943820224717	0.7729857819905214	rgb(117,228,239)	Actin, alpha, cardiac muscle 1a; Belongs to the actin family
G3NUA6	69293.ENSGACP00000008924	0.6390449438202248	0.390521327014218	rgb(117,181,239)	ER lipid raft associated 1
G3NVV4	69293.ENSGACP00000009473	0.538932584269663	0.32014218009478673	rgb(117,197,239)	Matrix Gla protein
G3NW63	69293.ENSGACP00000009582	0.47724719101123597	0.1758293838862559	rgb(117,143,239)	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6; Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed to be not involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone
G3NXQ8	69293.ENSGACP00000010128	0.5712921348314608	0.2604265402843602	rgb(184,239,117)	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1
G3NYB9	69293.ENSGACP00000010339	0.5844382022471911	0.18293838862559242	rgb(117,173,239)	annotation not available
G3NYX9	69293.ENSGACP00000010550	0.2886516853932585	0.7345971563981043	rgb(14,178,0)	Lymphocyte cytosolic plastin 1
G3P0D8	69293.ENSGACP00000011061	0.29320224719101123	0.5206161137440759	rgb(117,239,158)	Troponin I type 2a (skeletal, fast), tandem duplicate 4; Troponin I type 2 (skeletal, fast)
G3P1C3	69293.ENSGACP00000011396	0.5358988764044944	0.1651658767772512	rgb(117,166,239)	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7
G3P2N5	69293.ENSGACP00000011858	0.6223595505617978	0.6954976303317536	rgb(117,239,127)	Voltage-dependent anion channel 2
G3P4B9	69293.ENSGACP00000012442	0.7760674157303371	0.7274881516587678	rgb(239,148,117)	Heterogeneous nuclear ribonucleoprotein A1a
G3P4Q3	69293.ENSGACP00000012576	0.4984831460674157	0.1424170616113744	rgb(161,239,117)	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9; Belongs to the complex I LYR family
G3P594	69293.ENSGACP00000012767	0.5798876404494382	0.11611374407582939	rgb(239,171,117)	annotation not available
G3P8F3	69293.ENSGACP00000013877	0.4443820224719101	0.08554502369668246	rgb(130,239,117)	Cytochrome c oxidase subunit; This protein is one of the nuclear-coded polypeptide chains of cytochrome c oxidase, the terminal oxidase in mitochondrial electron transport
G3P8K6	69293.ENSGACP00000013930	0.606179775280899	0.830568720379147	rgb(122,239,117)	Heat shock 70kDa protein 8
G3P8Y4	69293.ENSGACP00000014058	0.4484269662921348	0.4118483412322275	rgb(117,239,119)	Histidine triad nucleotide binding protein 1
G3PAP2	69293.ENSGACP00000014666	0.7593820224719102	0.7523696682464456	rgb(117,239,166)	Serine/arginine-rich splicing factor 1a
G3PAZ5	69293.ENSGACP00000014769	0.2608426966292135	0.8	rgb(117,239,220)	Drebrin-like b
G3PCE2	69293.ENSGACP00000015266	0.3887640449438202	0.36706161137440757	rgb(117,239,197)	Annexin A1a
G3PID6	69293.ENSGACP00000017363	0.3887640449438202	0.32014218009478673	rgb(117,158,239)	Nudix (nucleoside diphosphate linked moiety X)-type motif 9
G3PJ10	69293.ENSGACP00000017589	0.6714044943820225	0.46729857819905213	rgb(178,171,0)	Ribosomal protein L22
G3PJ29	69293.ENSGACP00000017608	0.14657303370786517	0.6713270142180096	rgb(153,239,117)	Rho GDP dissociation inhibitor (GDI) alpha
G3PJ42	69293.ENSGACP00000017621	0.8397752808988764	0.7744075829383886	rgb(117,239,235)	Aly/REF export factor
G3PKP7	69293.ENSGACP00000018177	0.5293258426966293	0.21279620853080572	rgb(117,220,239)	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9
G3PPX6	69293.ENSGACP00000019661	0.07174157303370787	0.6912322274881517	rgb(117,150,239)	Radixin
G3PQ10	69293.ENSGACP00000019695	0.6390449438202248	0.2966824644549763	rgb(239,125,117)	Collagen, type V, alpha 2b
G3PQX4	69293.ENSGACP00000020009	0.5652247191011236	0.559004739336493	rgb(117,119,239)	Ribosomal protein L31
G3PR19	69293.ENSGACP00000020054	0.6880898876404495	0.7253554502369669	rgb(117,239,189)	annotation not available
G3PSB5	69293.ENSGACP00000020501	0.505561797752809	0.718957345971564	rgb(101,199,255)	annotation not available
G3PT08	69293.ENSGACP00000020744	0.4555056179775281	0.2966824644549763	rgb(101,255,163)	Septin 2; Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. Septin GTPase family
G3PTQ9	69293.ENSGACP00000020995	0.3564044943820225	0.8490521327014219	rgb(239,202,117)	Procollagen, type V, alpha 1
G3PUE2	69293.ENSGACP00000021229	0.5834269662921349	0.6030805687203792	rgb(255,0,0)	Ribosomal protein L28
G3PWU7	69293.ENSGACP00000022086	0.3887640449438202	0.8938388625592417	rgb(117,117,239)	Collagen, type XI, alpha 1b
G3PXB8	69293.ENSGACP00000022257	0.8625280898876405	0.6194312796208532	rgb(117,117,239)	GTPase activating protein (SH3 domain) binding protein 1
G3PZ70	69293.ENSGACP00000022910	0.9247191011235956	0.6052132701421801	rgb(137,239,117)	GTPase activating protein (SH3 domain) binding protein 2
G3PZX4	69293.ENSGACP00000023164	0.7401685393258428	0.8071090047393366	rgb(239,186,117)	Small nuclear ribonucleoprotein D3 polypeptide
G3Q297	69293.ENSGACP00000023996	0.7214606741573034	0.40900473933649284	rgb(239,132,117)	Protein phosphatase 2, regulatory subunit B, alpha b
G3Q307	69293.ENSGACP00000024256	0.6891011235955057	0.34360189573459715	rgb(239,179,117)	Solute carrier family 12 (potassium/chloride transporters), member 2
G3Q4P6	69293.ENSGACP00000024850	0.6223595505617978	0.7424170616113744	rgb(117,239,135)	Dynamin 2; Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin/Fzo/YdjA family
G3Q4R3	69293.ENSGACP00000024867	0.4388202247191011	0.7424170616113744	rgb(239,210,117)	annotation not available
G3Q4Z0	69293.ENSGACP00000024944	0.3553932584269663	0.2732227488151659	rgb(239,194,117)	Tubulin beta chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
G3Q616	69293.ENSGACP00000025322	0.8170224719101123	0.8646919431279622	rgb(239,163,117)	DEAD (Asp-Glu-Ala-Asp) box helicase 17
G3Q6S8	69293.ENSGACP00000025588	0.2092696629213483	0.6812796208530807	rgb(117,235,239)	Rab GDP dissociation inhibitor; Regulates the GDP/GTP exchange reaction of most RAB proteins by inhibiting the dissociation of GDP from them, and the subsequent binding of GTP
G3Q9S7	69293.ENSGACP00000026643	0.6390449438202248	0.24976303317535548	rgb(0,178,157)	Creatine kinase, muscle a; Belongs to the ATP:guanido phosphotransferase family
G3QA18	69293.ENSGACP00000026734	0.6248876404494382	0.9180094786729859	rgb(117,212,239)	Heat shock protein, alpha-crystallin-related, 1; Belongs to the small heat shock protein (HSP20) family
G3QA72	69293.ENSGACP00000026788	0.5793820224719102	0.9123222748815166	rgb(117,204,239)	Stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)
G3QBE9	69293.ENSGACP00000027215	0.33365168539325846	0.3990521327014218	rgb(117,239,143)	Superoxide dismutase [Cu-Zn]; Destroys radicals which are normally produced within the cells and which are toxic to biological systems; Belongs to the Cu-Zn superoxide dismutase family
G3QCC3	69293.ENSGACP00000027539	0.7998314606741574	0.6507109004739337	rgb(239,233,117)	Heterogeneous nuclear ribonucleoprotein A/Ba
G3QCM9	69293.ENSGACP00000027645	0.6648314606741574	0.556872037914692	rgb(239,217,117)	Ribosomal protein S14; Belongs to the universal ribosomal protein uS11 family
