queryIndex	queryItem	stringId	preferredName	annotation
35	G3NRK0	69293.ENSGACP00000007967	RPSA	40S ribosomal protein SA; Required for the assembly and/or stability of the 40S ribosomal subunit. Required for the processing of the 20S rRNA- precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits. Also functions as a cell surface receptor for laminin. Plays a role in cell adhesion to the basement membrane and in the consequent activation of signaling transduction pathways. May play a role in cell fate determination and tissue morphogenesis; Belongs to the universal ribosomal protein uS2 family
37	G3NS10	69293.ENSGACP00000008127	ENSGACG00000006109	Actin, alpha, cardiac muscle 1a; Belongs to the actin family
40	G3NUA6	69293.ENSGACP00000008924	ENSGACG00000006721	ER lipid raft associated 1
41	G3NVV4	69293.ENSGACP00000009473	ENSGACG00000007157	Matrix Gla protein
42	G3NW63	69293.ENSGACP00000009582	ENSGACG00000007237	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6; Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed to be not involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone
43	G3NXQ8	69293.ENSGACP00000010128	ENSGACG00000007599	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1
44	G3NYB9	69293.ENSGACP00000010339	ENSGACG00000007796	annotation not available
45	G3NYX9	69293.ENSGACP00000010550	ENSGACG00000007959	Lymphocyte cytosolic plastin 1
46	G3P0D8	69293.ENSGACP00000011061	ENSGACG00000008349	Troponin I type 2a (skeletal, fast), tandem duplicate 4; Troponin I type 2 (skeletal, fast)
47	G3P1C3	69293.ENSGACP00000011396	ENSGACG00000008635	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7
50	G3P2N5	69293.ENSGACP00000011858	ENSGACG00000008932	Voltage-dependent anion channel 2
51	G3P4B9	69293.ENSGACP00000012442	ENSGACG00000009435	Heterogeneous nuclear ribonucleoprotein A1a
52	G3P4Q3	69293.ENSGACP00000012576	ENSGACG00000009532	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9; Belongs to the complex I LYR family
55	G3P594	69293.ENSGACP00000012767	ENSGACG00000009661	annotation not available
56	G3P8F3	69293.ENSGACP00000013877	ENSGACG00000010502	Cytochrome c oxidase subunit; This protein is one of the nuclear-coded polypeptide chains of cytochrome c oxidase, the terminal oxidase in mitochondrial electron transport
57	G3P8K6	69293.ENSGACP00000013930	ENSGACG00000010517	Heat shock 70kDa protein 8
58	G3P8Y4	69293.ENSGACP00000014058	ENSGACG00000010631	Histidine triad nucleotide binding protein 1
59	G3PAP2	69293.ENSGACP00000014666	ENSGACG00000011094	Serine/arginine-rich splicing factor 1a
60	G3PAZ5	69293.ENSGACP00000014769	ENSGACG00000011169	Drebrin-like b
62	G3PCE2	69293.ENSGACP00000015266	ENSGACG00000011546	Annexin A1a
64	G3PID6	69293.ENSGACP00000017363	ENSGACG00000013119	Nudix (nucleoside diphosphate linked moiety X)-type motif 9
65	G3PJ10	69293.ENSGACP00000017589	ENSGACG00000013304	Ribosomal protein L22
66	G3PJ29	69293.ENSGACP00000017608	ENSGACG00000013298	Rho GDP dissociation inhibitor (GDI) alpha
67	G3PJ42	69293.ENSGACP00000017621	ENSGACG00000013328	Aly/REF export factor
68	G3PKP7	69293.ENSGACP00000018177	ENSGACG00000013731	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9
69	G3PPX6	69293.ENSGACP00000019661	RDX	Radixin
70	G3PQ10	69293.ENSGACP00000019695	ENSGACG00000014923	Collagen, type V, alpha 2b
71	G3PQX4	69293.ENSGACP00000020009	ENSGACG00000015169	Ribosomal protein L31
72	G3PR19	69293.ENSGACP00000020054	ENSGACG00000015206	annotation not available
73	G3PSB5	69293.ENSGACP00000020501	ENSGACG00000015542	annotation not available
74	G3PT08	69293.ENSGACP00000020744	ENSGACG00000015721	Septin 2; Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. Septin GTPase family
75	G3PTQ9	69293.ENSGACP00000020995	ENSGACG00000015903	Procollagen, type V, alpha 1
78	G3PUE2	69293.ENSGACP00000021229	ENSGACG00000016089	Ribosomal protein L28
80	G3PWU7	69293.ENSGACP00000022086	ENSGACG00000016719	Collagen, type XI, alpha 1b
81	G3PXB8	69293.ENSGACP00000022257	ENSGACG00000016848	GTPase activating protein (SH3 domain) binding protein 1
83	G3PZ70	69293.ENSGACP00000022910	ENSGACG00000017342	GTPase activating protein (SH3 domain) binding protein 2
85	G3PZX4	69293.ENSGACP00000023164	ENSGACG00000017533	Small nuclear ribonucleoprotein D3 polypeptide
86	G3Q297	69293.ENSGACP00000023996	ENSGACG00000018156	Protein phosphatase 2, regulatory subunit B, alpha b
87	G3Q307	69293.ENSGACP00000024256	ENSGACG00000018343	Solute carrier family 12 (potassium/chloride transporters), member 2
88	G3Q4P6	69293.ENSGACP00000024850	ENSGACG00000018797	Dynamin 2; Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin/Fzo/YdjA family
89	G3Q4R3	69293.ENSGACP00000024867	ENSGACG00000018807	annotation not available
90	G3Q4Z0	69293.ENSGACP00000024944	ENSGACG00000018863	Tubulin beta chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
91	G3Q616	69293.ENSGACP00000025322	DDX17	DEAD (Asp-Glu-Ala-Asp) box helicase 17
92	G3Q6S8	69293.ENSGACP00000025588	ENSGACG00000019348	Rab GDP dissociation inhibitor; Regulates the GDP/GTP exchange reaction of most RAB proteins by inhibiting the dissociation of GDP from them, and the subsequent binding of GTP
93	G3Q9S7	69293.ENSGACP00000026643	ENSGACG00000020168	Creatine kinase, muscle a; Belongs to the ATP:guanido phosphotransferase family
95	G3QA18	69293.ENSGACP00000026734	ENSGACG00000020233	Heat shock protein, alpha-crystallin-related, 1; Belongs to the small heat shock protein (HSP20) family
96	G3QA72	69293.ENSGACP00000026788	ENSGACG00000020272	Stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)
98	G3QBE9	69293.ENSGACP00000027215	ENSGACG00000020581	Superoxide dismutase [Cu-Zn]; Destroys radicals which are normally produced within the cells and which are toxic to biological systems; Belongs to the Cu-Zn superoxide dismutase family
99	G3QCC3	69293.ENSGACP00000027539	ENSGACG00000020830	Heterogeneous nuclear ribonucleoprotein A/Ba
100	G3QCM9	69293.ENSGACP00000027645	ENSGACG00000020906	Ribosomal protein S14; Belongs to the universal ribosomal protein uS11 family
